Region,Year,Crop,Area_Harvested (ha),Yield_per_ha (tons),Total_Production (tons),Avg_Rainfall_mm,Avg_Temperature_C,Soil_pH,Fertilizer_Used_kg,Pest_Incidents
South,2021,Soybean,691.11,1.43,988.29,311.7,34.3,6.42,63.2,0
West,2023,Corn,398.23,5.08,2023.01,288.1,31.7,5.54,108.9,3
North,2022,Wheat,700.75,5.46,3826.1,182.9,30.8,6.31,152.3,12
South,2022,Corn,943.97,2.89,2728.07,168.2,17.8,6.08,64,7
North,2023,Soybean,686.81,2.47,1696.42,175.2,15.5,5.7,178.5,17
West,2023,Rice,242.71,4.39,1065.5,319.2,17.5,5.52,59.4,19
South,2020,Soybean,621.7,4.51,2803.87,195.8,29.8,5.59,141.2,3
South,2020,Barley,587.71,4.9,2879.78,183.4,23.2,7.4,78.4,6
West,2020,Rice,883.63,5.15,4550.69,106.7,17.3,7,63.7,12
East,2021,Soybean,415.27,2.34,971.73,372.5,29.8,7.38,103.2,0
South,2023,Wheat,480.65,4.43,2129.28,325.8,18.9,5.73,150,17
South,2022,Wheat,638.79,1.67,1066.78,241.8,26.8,6.64,68.2,13
North,2023,Wheat,571.98,3.55,2030.53,382.9,29.8,5.67,121.4,7
East,2022,Barley,747.11,4.06,3033.27,188.1,27.2,5.55,110.9,9
North,2021,Corn,136.35,1.81,246.79,302.4,34.9,6.43,114.1,7
North,2023,Wheat,607.16,1.38,837.88,191.5,23.7,6.79,191.5,2
East,2022,Barley,209.5,1.97,412.72,194.4,21.2,5.63,102.4,2
East,2022,Wheat,383.69,3.1,1189.44,353.4,19,6.23,198.7,5
West,2020,Barley,695.46,5.44,3783.3,336.1,25.1,5.68,130.8,10
East,2021,Wheat,241.67,3.66,884.51,188.2,32,6.22,176.4,3
South,2023,Corn,377.96,4.74,1791.53,124.4,33.9,6.44,102.3,19
East,2020,Soybean,732.71,1.87,1370.17,207.3,34.4,6.18,62.7,15
West,2021,Wheat,685.72,1.53,1049.15,328,25.6,6.65,62.7,10
West,2020,Soybean,181.94,2.2,400.27,130.2,27.1,6.67,136.1,19
West,2023,Wheat,619.54,2.57,1592.22,301.6,26.6,6.17,189.5,1
East,2022,Corn,232.53,3.74,869.66,366.9,24.3,6.28,60.7,4
East,2023,Soybean,327.04,5.41,1769.29,153.8,18,6.38,153.4,4
North,2021,Barley,513.29,3.13,1606.6,358.7,16.3,6.25,134.5,15
North,2023,Wheat,198.41,3.59,712.29,115.4,23.7,7.02,147.8,13
South,2021,Wheat,994.28,1.02,1014.17,300.1,18.7,5.78,82.3,6
North,2020,Barley,248.83,1.17,291.13,337.3,32.7,7.21,60.6,0
South,2021,Corn,803.18,1.42,1140.52,233.4,30.2,6.16,61.2,1
West,2022,Rice,846.85,4.49,3802.36,161.1,27.4,6.95,87,13
North,2022,Wheat,995.02,3.43,3412.92,377.4,15.9,7.27,82,4
East,2022,Barley,485.79,1.96,952.15,106,27.4,7.27,69,12
North,2020,Rice,886.69,3.96,3511.29,266.5,27.4,6.4,89.7,12
South,2021,Wheat,961.79,3.72,3577.86,211.9,23.8,6.01,130.1,6
North,2020,Soybean,255.6,1.44,368.06,238.3,28.2,6.71,192.4,14
West,2023,Barley,531.49,4.2,2232.26,261,32.2,5.87,188.3,9
East,2023,Soybean,154.01,4.84,745.41,260.4,30.2,7.08,90.8,1
South,2023,Corn,658.65,2.43,1600.52,161.1,24.5,6.92,59.9,18
East,2023,Rice,623.27,4.44,2767.32,303.9,20.2,7.09,199.3,12
East,2022,Barley,283.71,2,567.42,105.7,24.6,6.37,121.5,5
South,2021,Wheat,818.11,4.78,3910.57,106.4,33.9,6.61,196.7,0
East,2022,Wheat,133.54,5.56,742.48,243.5,31.4,5.71,130.6,0
East,2021,Rice,825.6,3.21,2650.18,262.6,15.5,6.88,183,11
North,2021,Soybean,123.98,2.22,275.24,182.5,30.7,6.47,117.1,13
East,2020,Soybean,691.15,3,2073.45,265.5,18.4,6.52,143.3,10
East,2023,Barley,170.89,2.25,384.5,254.8,26.4,7.19,130.4,0
East,2021,Barley,326.1,1.01,329.36,204.8,31.1,7.04,83,4
East,2023,Soybean,749.72,4.25,3186.31,295.5,26.2,6.57,164.6,2
South,2023,Barley,352.36,1.21,426.36,387.4,23.1,6.21,58.2,12
West,2023,Soybean,560.06,2.05,1148.12,247.2,21.4,6.39,104.4,4
North,2022,Rice,923.72,4.61,4258.35,335.8,21.1,6.2,180.5,12
East,2023,Barley,144.67,4.33,626.42,174.3,31.7,5.8,125.4,9
East,2021,Soybean,829.97,1.37,1137.06,328.6,31.5,6.79,61.6,2
South,2022,Barley,158.74,4.3,682.58,294.7,31.5,6.88,81.1,0
West,2023,Wheat,214.12,5.65,1209.78,291.9,20.7,7.44,66.4,12
East,2020,Wheat,207.39,1.37,284.12,367.9,31,6.41,91.6,4
South,2023,Corn,994.69,3.08,3063.65,170,15.7,7.49,74.8,10
North,2023,Soybean,262.17,4.65,1219.09,210.5,19.1,5.87,156.8,11
North,2022,Corn,907.09,4.34,3936.77,124.9,25.3,6.81,148.9,10
East,2021,Soybean,991.84,2.13,2112.62,317.8,23.1,7.49,70.3,14
East,2023,Barley,445.41,1.82,810.65,353.2,17.2,6.78,116.7,5
West,2022,Soybean,667.94,4.92,3286.26,221.8,15.8,6.4,94.4,2
West,2022,Wheat,801.18,5.78,4630.82,207,27.2,6.53,100.6,15
East,2021,Barley,453.38,4.84,2194.36,297.6,21.3,7.19,136.4,12
South,2022,Wheat,245.63,5.82,1429.57,122.7,15.3,7.38,184.8,15
West,2021,Barley,490.39,4.02,1971.37,188.2,23.6,6.41,184.6,4
East,2020,Soybean,794.7,5.65,4490.06,209.9,21.1,7.04,112,14
West,2023,Soybean,802.69,4.45,3571.97,255.6,26.5,7.37,109,15
East,2022,Wheat,307.48,5.54,1703.44,243,33.6,6.06,127.7,0
North,2020,Rice,257.47,1.81,466.02,162.6,21.2,6.49,121.1,7
East,2022,Soybean,928.5,5.08,4716.78,262.2,34.9,7.49,59.3,19
North,2022,Rice,139.6,1.98,276.41,377.8,16.7,6.21,136.8,4
West,2020,Barley,761.26,1.14,867.84,108.1,16.8,6.74,137.7,6
East,2022,Rice,141.78,3.59,508.99,304.1,29.3,6.81,117.6,9
West,2022,Wheat,854.11,2.59,2212.14,287.4,30,5.81,112.1,15
North,2020,Corn,914.87,1.22,1116.14,377.3,23.5,7.11,190.8,4
East,2022,Corn,367.68,5.9,2169.31,293.6,20.7,6.33,140.1,19
West,2021,Wheat,166.54,4.33,721.12,287.5,30.9,6.5,172.4,10
North,2022,Corn,532.62,5.51,2934.74,330.9,34.1,6.79,193.1,17
West,2023,Wheat,368.62,6,2211.72,180.3,34.8,6.32,171.5,19
South,2022,Soybean,475.42,2.96,1407.24,278.7,27.7,6.15,191.4,12
North,2023,Rice,698.49,2.27,1585.57,255.8,29.8,6.59,163.9,18
North,2023,Corn,288.84,1.92,554.57,231.5,31.4,6.19,75.5,11
North,2022,Soybean,421.26,3.58,1508.11,123.8,31,6.37,84,17
East,2020,Corn,804.31,4.03,3241.37,187.8,34.9,5.72,79.1,14
East,2021,Barley,679.39,3.36,2282.75,184,31.2,7.19,98.3,5
East,2021,Wheat,393.65,2.94,1157.33,317.3,28.3,6.32,103.2,9
South,2022,Wheat,697.87,1.84,1284.08,376.2,22.5,5.67,171.7,16
South,2020,Soybean,788.78,3.21,2531.98,169.2,27,7.08,104.1,9
North,2020,Barley,633.24,1.43,905.53,122.4,32.6,5.54,159.1,3
South,2021,Rice,315.55,5.33,1681.88,400,21.1,6.7,185.6,7
West,2020,Barley,100.22,1.23,123.27,307.4,15.6,6.91,67.2,4
North,2022,Barley,822.56,2.9,2385.42,365.9,21.5,5.88,50,18
North,2022,Rice,840.37,1.5,1260.56,143.2,34.2,5.76,183.3,17
West,2020,Rice,727.84,4.87,3544.58,340.2,30.9,5.73,85.7,15
North,2022,Barley,168.92,2.56,432.44,344,18.7,7.49,73,3
South,2023,Corn,626.7,1.57,983.92,145.4,15.2,7.01,94.3,6
East,2021,Corn,838.92,3.66,3070.45,148.4,28.4,6.13,77.9,7
West,2022,Barley,450.7,5.58,2514.91,188.6,26.6,6.17,169,14
South,2020,Corn,278.2,5.54,1541.23,165,16.7,6.8,145.2,8
West,2021,Rice,628.86,2.25,1414.94,392.6,34.3,6.42,75.1,6
West,2022,Rice,843.68,4.6,3880.93,208.9,27.4,6.04,137.5,8
North,2021,Corn,143.98,1.15,165.58,328.4,28,5.61,81.2,19
North,2020,Rice,637.26,1.66,1057.85,341.5,32.1,7.07,79.6,0
South,2023,Wheat,678.86,3.5,2376.01,215.8,21.7,7.28,139.3,6
West,2023,Rice,642.13,2.14,1374.16,304.8,26.2,5.91,149.7,1
North,2022,Barley,685.03,4.99,3418.3,132.3,26.5,5.63,101.9,14
North,2023,Soybean,668.24,5.66,3782.24,219.1,34.3,5.74,164.5,9
West,2022,Corn,217.36,1.02,221.71,390.2,17.6,6.33,175.6,8
South,2021,Corn,311.44,2.16,672.71,150.6,30.2,6.1,187.5,15
South,2022,Rice,657.09,3.2,2102.69,215.7,26.5,5.65,143.9,5
West,2022,Rice,115.92,3.82,442.81,337.2,31.9,6.41,83,11
South,2022,Soybean,671.27,5.58,3745.69,299.6,31.6,5.91,162.3,7
North,2023,Soybean,698.85,5.46,3815.72,289.5,15.2,5.63,66.2,8
West,2022,Barley,315.26,4.19,1320.94,356,20.1,6.82,77.2,6
North,2020,Wheat,638.32,2.29,1461.75,108.7,18.6,6.65,174.9,13
East,2022,Barley,580.68,4.92,2856.95,331.3,24.2,7.15,186.6,10
East,2021,Corn,334.62,2.01,672.59,364.8,33.1,6.1,60,11
South,2020,Rice,516.68,5.83,3012.24,104.9,15.1,5.77,96.8,18
East,2021,Barley,918.66,1.03,946.22,267.7,24.8,6.22,144.4,9
North,2021,Rice,483.94,3.85,1863.17,204.6,32.7,7.06,190.8,18
East,2021,Rice,666.86,1.44,960.28,115.2,33.5,5.98,135.6,12
North,2020,Barley,131.82,3.04,400.73,225.3,28.1,6.01,173.1,2
South,2020,Barley,170.02,4.17,708.98,293.2,31.6,5.8,188.4,15
South,2023,Soybean,173.18,4.45,770.65,375.7,21.5,7.47,127.9,4
North,2020,Wheat,800.42,4.93,3946.07,286.2,20.7,7.43,161.1,7
East,2022,Soybean,415.23,3.97,1648.46,357,16,6.82,149.4,0
South,2021,Wheat,304.85,2.26,688.96,136.5,25.1,5.93,150.7,13
West,2023,Barley,772.59,5.45,4210.62,163.2,24.1,7.03,127.6,19
South,2020,Wheat,252.96,5.06,1279.98,391.1,22.4,6.67,143.5,4
East,2021,Corn,321.84,1.8,579.31,366.2,17.3,7,133.2,15
West,2020,Soybean,487.84,5.13,2502.62,170.6,19.6,7.22,145.7,0
East,2023,Soybean,398.29,5.86,2333.98,286.3,19.1,6.14,125.8,2
North,2020,Soybean,626.85,4.19,2626.5,208.8,33.9,7.33,83.4,2
West,2020,Rice,404.06,2.41,973.78,240.6,34.3,7.3,154,10
East,2021,Rice,453.66,4.03,1828.25,358.3,15.1,6.59,107.6,10
West,2022,Barley,876.6,2.71,2375.59,320.7,18.4,6.87,69.2,19
East,2020,Barley,896.08,4.38,3924.83,171.5,32.8,6.32,177.7,4
West,2023,Rice,844.94,3.72,3143.18,194.8,15.8,6.81,77.2,11
East,2020,Soybean,878.35,5.65,4962.68,186.9,33.9,6.6,131.1,5
North,2020,Rice,612.76,4.09,2506.19,334.2,22.6,6.15,158.2,15
West,2022,Wheat,681.61,2.07,1410.93,247,25.8,6.15,147.2,5
West,2021,Soybean,601.46,4.63,2784.76,385.2,30.3,6.8,74.1,8
West,2023,Rice,807.03,2.5,2017.57,345,19.9,7.41,79.1,9
West,2021,Barley,595.9,2.36,1406.32,163.4,17,5.9,72.3,13
North,2021,Rice,199.97,2.96,591.91,335.8,31.2,6.29,60.9,14
West,2021,Corn,828.62,1.06,878.34,251.8,34.7,7.11,92.5,6
South,2020,Rice,784.53,5.85,4589.5,176.1,28.2,5.75,128.6,19
North,2022,Soybean,838.27,3.66,3068.07,209,31.5,7.49,75.9,4
South,2020,Rice,271.39,4.87,1321.67,391.6,33.8,6.86,195.6,6
West,2023,Barley,344.46,2.29,788.81,245.2,19.6,7.32,154.8,7
East,2022,Wheat,366.18,4.73,1732.03,315.9,22,7.18,137.5,13
South,2021,Corn,557.27,3.84,2139.92,243.1,19.4,7.05,152.2,14
West,2022,Soybean,220.49,3.12,687.93,211.5,16.2,5.57,115.4,16
South,2023,Barley,446.84,5.85,2614.01,338.9,29.6,6.31,120.5,19
West,2020,Corn,263.94,3.47,915.87,354.5,17.9,5.9,183.3,15
West,2020,Rice,338.29,4.29,1451.26,121.6,16.9,7.24,158.3,8
West,2021,Corn,735.75,1.08,794.61,183.7,22.2,6.86,138.2,10
East,2020,Wheat,869.33,2.51,2182.02,252.4,16.2,5.71,192.5,3
South,2020,Corn,120.62,5.44,656.17,194.9,18.6,6.22,149.4,1
North,2023,Corn,609.31,4.79,2918.59,335.1,16.4,5.64,109.8,1
North,2022,Rice,132.45,3.68,487.42,134.4,32.5,6.98,57.1,14
North,2020,Rice,176.72,5.5,971.96,339.3,30.6,6.34,108.6,7
North,2023,Soybean,734.58,3.43,2519.61,285.4,32.2,5.97,188.7,15
West,2023,Rice,762.05,3.83,2918.65,186.8,32.4,6.54,56.7,7
South,2021,Corn,832.58,2.91,2422.81,203.3,33.9,5.58,77.7,4
South,2023,Wheat,526.82,4.1,2159.96,154.9,18.7,6.01,171.3,10
East,2021,Rice,873.83,2.6,2271.96,175.8,33,5.85,104.7,4
South,2020,Soybean,250.15,2.93,732.94,315.2,25.5,7.36,77.9,7
South,2021,Soybean,324.74,5.83,1893.23,212.8,18.3,6.25,172.3,15
South,2023,Corn,221.05,1.56,344.84,306.2,28.1,6.67,133.8,5
East,2022,Rice,817.78,1.53,1251.2,254.2,21.5,6.51,132.3,5
North,2022,Rice,305.81,1.22,373.09,143.6,15.9,6.82,94.1,6
South,2020,Soybean,239.96,2.6,623.9,249.7,16.6,6.06,151.3,17
East,2020,Rice,660.8,2.99,1975.79,326.9,23.5,5.74,179.3,2
East,2022,Corn,169.37,1.47,248.97,189.3,31.5,5.66,162.5,13
West,2021,Wheat,140.41,3.75,526.54,294.4,21.2,5.89,141.9,16
East,2020,Corn,196.05,3.92,768.52,159.7,30.3,6.47,102.6,9
North,2023,Rice,100.22,4.76,477.05,140.7,16.1,5.97,178.2,15
South,2020,Corn,727.29,5.88,4276.47,208.1,22.9,6.37,134.9,19
East,2021,Barley,606.01,4.1,2484.64,216.8,17.5,5.56,183.4,18
North,2020,Barley,288.89,1.56,450.67,328.3,32.3,6.76,88.1,11
East,2023,Rice,309.7,1.44,445.97,238,34.4,7.26,148.1,13
East,2023,Rice,829.87,4.89,4058.06,124.4,21.5,5.6,190.3,10
East,2023,Wheat,551.64,4.25,2344.47,290.2,34.8,5.94,106.1,0
East,2021,Corn,728.68,1.81,1318.91,240.8,30,6.14,192.7,9
East,2021,Wheat,507.48,2.27,1151.98,199.5,15,6.07,108.9,10
North,2023,Rice,313.95,4.75,1491.26,340.7,24.7,5.58,115.7,3
South,2023,Rice,973.36,3.83,3727.97,146.3,31.7,5.71,171,17
South,2021,Soybean,609.08,3.93,2393.68,374,25.7,7.32,89.1,10
South,2021,Wheat,217.88,2.05,446.65,200.2,26,6.92,155.9,7
South,2021,Rice,465.48,4.15,1931.74,238.3,24,7.42,94.8,6
North,2022,Barley,396.4,4.85,1922.54,378.8,22.9,6.38,139.1,16
West,2021,Soybean,292.68,5.43,1589.25,328.4,15.5,7.26,166.4,5
West,2023,Corn,940.1,4.68,4399.67,122.3,27.4,7.13,53.9,9
North,2022,Soybean,892.83,3.88,3464.18,273.5,30.3,7.25,63.3,11
North,2021,Corn,279.23,4.37,1220.24,193.1,30.8,5.58,190.2,1
East,2023,Barley,416.93,3.43,1430.07,252.5,27.5,6.81,172.4,12
East,2020,Corn,786.08,2.13,1674.35,322.9,21.8,6.63,181.6,12
East,2022,Wheat,287.66,5.41,1556.24,248.9,15.5,6.59,115.8,4
South,2023,Corn,632.41,3.66,2314.62,121.3,32.9,6.51,157.5,5
East,2020,Corn,729.81,3.97,2897.35,259,23.6,7.09,199.7,15
West,2023,Soybean,688.58,5.95,4097.05,107.2,27,7.44,114.9,17
South,2021,Barley,735.77,5.93,4363.12,204.5,18.9,7.16,177,16
East,2021,Corn,736.03,3.93,2892.6,243.4,17.8,7.24,61.9,19
South,2020,Wheat,968.33,1.17,1132.95,293.4,16.7,6.47,131.6,14
West,2021,Soybean,411.85,2.98,1227.31,251.9,31,6.88,100,14
East,2023,Barley,890.73,5.69,5068.25,145.6,27.9,6.33,128.5,14
West,2020,Barley,119.63,2.44,291.9,379.7,27.4,6.22,67.1,3
West,2023,Rice,359.38,6,2156.28,295.1,33.4,7.29,105.2,8
West,2023,Wheat,143.79,1.42,204.18,195.1,18.2,7.31,61.5,11
East,2023,Soybean,686.08,3.84,2634.55,389.8,18.4,6.86,118,13
North,2021,Soybean,190.71,3.58,682.74,364.8,18.8,7.18,116.3,0
East,2021,Wheat,861.14,2.28,1963.4,143,23.5,6.22,99.5,9
West,2023,Barley,681.93,5.74,3914.28,296.6,32.5,6.37,192.2,14
East,2022,Corn,125.93,4.1,516.31,268,32.6,7.14,62.4,10
West,2023,Wheat,743.3,2.15,1598.09,157.8,26.8,6.3,173.7,0
North,2023,Soybean,875.83,2.92,2557.42,170,28.2,5.58,103.2,7
South,2020,Wheat,695.01,4.61,3204,269.1,33,6.21,79.9,8
North,2023,Barley,127.47,2.49,317.4,196.4,27.5,6.3,90.9,2
North,2021,Rice,872.13,5.4,4709.5,350.4,19.6,5.81,185.3,0
South,2020,Rice,759.22,1.83,1389.37,129.3,29.1,6.19,173.7,9
East,2022,Corn,440.61,2.32,1022.22,374.2,30.4,7.37,52.4,5
South,2020,Corn,395.77,1.72,680.72,352.2,27.7,7.22,72.1,18
East,2022,Barley,531.84,1.52,808.4,321.6,20.5,6.39,151.3,3
East,2020,Corn,880.39,2.5,2200.98,178.8,23,6.92,97.6,18
West,2020,Rice,326.85,6,1961.1,314.5,24.4,5.8,187.9,6
West,2022,Barley,190.87,1.47,280.58,231.6,17.9,7.01,168,11
South,2021,Barley,878.17,2.07,1817.81,290.1,24,6.45,181.3,4
North,2021,Barley,123.66,2.36,291.84,193.8,18.2,6.95,78.9,18
South,2021,Wheat,919.9,4.1,3771.59,350.8,25,6.79,72.6,18
East,2020,Corn,375.17,4.73,1774.55,112.2,16,5.97,189.8,19
West,2023,Soybean,557.4,4.76,2653.22,307.4,34,7.17,110.6,6
South,2020,Rice,219.07,1.04,227.83,348.6,19.9,6.64,112.4,13
South,2023,Corn,912.03,4.26,3885.25,293.9,24.3,7.07,152.7,8
West,2023,Rice,774.85,4.15,3215.63,157.6,15.7,5.69,109.6,4
West,2021,Corn,931.74,3.59,3344.95,185.5,18.9,6.73,181.3,17
West,2023,Soybean,714.91,2.9,2073.24,254.5,28.9,6.08,193.9,8
East,2020,Rice,266.22,4.99,1328.44,198.8,17.2,7.22,99.9,4
West,2020,Soybean,377.44,2.72,1026.64,101.5,27.6,7.4,81.2,15
North,2021,Rice,538.16,2.15,1157.04,112.2,15,5.61,61.3,8
South,2022,Wheat,646.53,2.55,1648.65,330.3,24.3,6.95,82.2,19
West,2020,Wheat,933.81,3.2,2988.19,125.1,29.4,5.71,70.9,10
West,2023,Rice,445.56,2.07,922.31,378.4,33.5,7.22,54.4,13
East,2020,Rice,732.76,4.04,2960.35,232.8,24.9,5.75,57,2
East,2020,Soybean,964.91,5.42,5229.81,327.5,31.8,5.89,126.4,19
South,2020,Barley,237.14,3.98,943.82,137.7,31.1,6,156.2,6
North,2022,Rice,876.44,3.23,2830.9,378,20.9,6.96,197.5,10
South,2023,Corn,478.64,4.98,2383.63,110.1,32.5,6.09,73.4,16
West,2021,Corn,759.18,4.74,3598.51,112.6,27.8,6.69,154.7,17
North,2020,Corn,364.18,2.84,1034.27,116.4,17.1,6.64,133.1,18
North,2023,Wheat,400.59,4.02,1610.37,131,33.8,6.3,121.7,16
North,2023,Soybean,124.42,4.65,578.55,246,18.5,6.58,158.3,8
North,2021,Wheat,974.26,2.23,2172.6,336.5,24.4,5.74,85.8,13
South,2020,Corn,832.11,2.83,2354.87,185.5,24.3,7.25,96.7,10
East,2022,Rice,184.53,1.53,282.33,323.7,27.5,5.91,107.7,14
East,2023,Corn,999.56,5.94,5937.39,332.2,28.3,7.26,77.4,3
West,2021,Rice,644.52,1.43,921.66,372.5,19.7,6.54,121.8,18
East,2022,Soybean,868.36,1.84,1597.78,144.8,22,6.73,69.8,8
East,2023,Barley,159.99,3.4,543.97,140.7,17.9,6.01,97.7,1
East,2020,Rice,450.51,5.33,2401.22,136.6,17.5,5.94,67,7
East,2023,Wheat,702.69,2.78,1953.48,207.8,31.5,6.48,55.4,6
West,2022,Corn,195.79,4.84,947.62,246.8,30,6.03,103.3,17
South,2022,Corn,540.01,4.38,2365.24,238.5,23.9,6.35,142.6,18
North,2020,Corn,498.41,4.19,2088.34,177.1,16.9,6.38,72.8,17
East,2020,Rice,294.44,5.23,1539.92,286.6,24,6.04,199,14
South,2021,Soybean,370.24,1.07,396.16,201.5,20.9,6.08,91.2,10
East,2020,Rice,970.41,5.65,5482.82,209.8,30.6,7.45,53.4,11
East,2021,Wheat,359.78,5.15,1852.87,131.7,16.9,6.67,54.2,2
North,2022,Corn,292.08,5.69,1661.94,277.7,24,7.16,150,3
North,2022,Rice,582.59,4.97,2895.47,296.6,26.8,5.59,150.5,17
North,2023,Corn,703.86,5.39,3793.81,327.4,34.7,5.5,185.4,11
East,2023,Wheat,752.58,2.02,1520.21,371.2,16.8,6.54,63.6,15
East,2021,Barley,778.82,2.6,2024.93,329.8,17.3,7.15,106.5,11
East,2020,Barley,133.15,2.58,343.53,170.7,34.8,6.72,183.4,6
North,2020,Barley,454.38,1.55,704.29,170.7,23.1,6.74,169.7,11
West,2023,Corn,796.56,4.65,3704,374.5,29.9,5.78,85,3
South,2022,Rice,914.37,1.68,1536.14,337,30.7,7.46,183.5,15
West,2021,Corn,641.98,1.26,808.89,334.7,21.3,6.56,152.1,15
East,2022,Soybean,147.08,4.88,717.75,315.9,19.3,5.71,89.6,16
East,2022,Rice,456.98,5.52,2522.53,180.2,20.5,6.33,56.7,19
West,2020,Wheat,166.8,4.82,803.98,354.2,30.3,5.64,124.6,8
East,2021,Barley,773.68,5.13,3968.98,142.9,31.8,6.34,157,13
South,2022,Rice,157.15,3.98,625.46,205,29,6.92,90.3,4
East,2023,Rice,267.16,5.44,1453.35,203.9,23.8,6.15,75.3,17
South,2023,Barley,475.26,3.48,1653.9,268,20.3,6.13,61.3,11
West,2020,Wheat,516.38,5.94,3067.3,239,23.5,6.53,176.3,6
West,2023,Corn,465.83,1.52,708.06,237.9,33.3,6.5,58.2,1
East,2023,Corn,517.06,5.05,2611.15,266.1,32.3,6.43,141.4,17
South,2022,Rice,741.92,4.21,3123.48,224.6,21.5,6.53,164.5,2
East,2023,Barley,432.34,3.9,1686.13,175,21.6,5.6,167.1,14
North,2023,Soybean,592.98,4.63,2745.5,299.2,30.6,6.45,148.1,10
North,2022,Wheat,373.03,5.2,1939.76,337.2,23.5,7.48,147.9,9
North,2020,Corn,418.26,5.31,2220.96,243.7,26.5,7.03,121.1,19
North,2020,Wheat,652.42,1.88,1226.55,294.8,23.4,6.08,112.5,18
East,2021,Wheat,541.45,1.99,1077.49,260.6,19.8,6.86,70.6,12
North,2023,Wheat,750.73,1.08,810.79,117.7,18.8,6.16,130.3,15
South,2022,Barley,604.48,1.66,1003.44,226.9,17.8,5.88,60.7,19
West,2021,Barley,823.22,2.32,1909.87,103,15.2,7.05,120.2,17
West,2020,Barley,499.07,4.61,2300.71,298.6,20.6,5.92,159.6,11
North,2020,Rice,541.93,3.38,1831.72,252.4,18.4,7.22,116.4,14
North,2022,Barley,702.97,4.79,3367.23,138,20.2,6.26,126.2,1
North,2021,Rice,299.12,3.43,1025.98,262.7,16.5,7.01,176.3,12
East,2021,Corn,447.34,3.78,1690.95,369.5,21.8,6.02,147,11
West,2022,Corn,662.36,1.56,1033.28,202.1,25.4,6.81,69.1,14
North,2022,Corn,125.99,4.88,614.83,394.7,33.9,5.93,131.4,2
South,2021,Corn,493.27,4.79,2362.76,387.8,21.9,5.54,104.7,16
North,2020,Corn,638.96,2.54,1622.96,335.6,15.6,7.13,81,5
West,2023,Barley,970.64,2.64,2562.49,344.1,22.2,7.21,147.2,10
North,2020,Soybean,889.31,2.1,1867.55,223.2,31.3,7.26,108,19
West,2022,Barley,352.67,5.07,1788.04,220.8,21.8,5.57,165.1,3
North,2021,Soybean,556.49,4.74,2637.76,386.3,20.8,7.02,138,9
South,2021,Barley,150.77,4.05,610.62,209.9,33.4,7.17,65.6,18
North,2023,Corn,316.68,2.19,693.53,129.1,20.9,6.12,102.6,8
South,2021,Wheat,797.37,1.86,1483.11,145.8,34.4,6.44,90.5,18
South,2023,Soybean,210.98,1.25,263.72,313.1,31.7,6.32,72.5,14
North,2020,Wheat,331.92,1.23,408.26,214.9,28.7,6.38,170,8
South,2020,Corn,949.64,1.94,1842.3,159.8,27,7.19,106.8,12
East,2021,Soybean,841.47,1.5,1262.2,344.1,19.5,6.34,142,1
North,2021,Wheat,803.64,3.78,3037.76,246.6,29.6,6.1,182.3,7
North,2022,Barley,878.1,2.79,2449.9,270.3,21.9,5.76,131.5,11
South,2022,Corn,774.65,3.22,2494.37,146.2,24.7,6.85,88.7,8
South,2021,Barley,208.53,3.97,827.86,157.8,17.1,5.67,168.6,4
North,2021,Barley,564.91,4.3,2429.11,137.8,20.9,5.62,115.4,3
East,2020,Corn,499.82,4.24,2119.24,254.4,25.6,6.86,134.6,12
South,2021,Soybean,380.04,2.3,874.09,332.7,24.4,6.89,185.3,14
South,2022,Rice,850.64,5.05,4295.73,319.7,21.9,5.9,123.4,1
West,2020,Rice,517.73,5.59,2894.11,178.4,24.4,7.41,100.2,0
East,2023,Corn,154.27,2.58,398.02,355.5,29.9,7.08,159.1,3
East,2022,Rice,347.47,1.09,378.74,131.7,24.2,6.87,70,9
North,2022,Wheat,305.76,5.5,1681.68,134.2,25.1,7.01,187.1,0
East,2020,Soybean,898.73,5.62,5050.86,354.8,29,6.32,187.3,1
North,2023,Barley,682.69,1.25,853.36,173.3,31.8,6.41,136.9,11
West,2022,Barley,604.34,1.02,616.43,312.4,25.5,7.24,73.1,15
East,2021,Corn,555.98,5.08,2824.38,102.7,34,5.55,117.8,2
South,2022,Barley,685.1,2.51,1719.6,128.1,22.1,7.1,113.5,8
West,2020,Wheat,779.39,5.57,4341.2,282.8,20.1,6.4,94.7,2
North,2020,Wheat,598.95,2.08,1245.82,154.7,28.9,6.43,76.3,19
West,2020,Corn,944.46,5.31,5015.08,108.5,18.5,6.15,89.6,15
North,2022,Barley,979.15,1.34,1312.06,240.1,33,6.71,133.3,7
West,2023,Rice,995.81,2.3,2290.36,199.2,22.7,6.85,152.9,18
North,2021,Rice,702.45,5.87,4123.38,340.7,29,5.82,196.9,10
East,2020,Soybean,939.36,2.16,2029.02,345.6,26.4,6.63,82.4,5
South,2023,Corn,464.03,1.67,774.93,284.3,16.1,6.43,80.6,13
North,2021,Soybean,873.63,5.29,4621.5,187.9,29.2,7.06,67.6,0
West,2020,Rice,918.26,1.59,1460.03,238.5,30.8,6.59,190.8,11
North,2021,Rice,913.73,1.49,1361.46,310.7,34.6,6.36,107.3,14
North,2021,Rice,847.76,2.62,2221.13,120.8,23.3,6.56,188.6,15
North,2023,Soybean,465.94,4.18,1947.63,199.7,25.1,6.48,183.4,3
